tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
80,2026-01-22 02:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.22,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",11
108,2026-01-22 09:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.681,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",11
108,2026-01-22 09:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.476,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",11
144,2026-01-22 18:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.615,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",11
144,2026-01-22 18:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,0.244,0.854,1,demand_estimate ×0.95,Store Manager memodifikasi instruksi (faktor=0.85) — pendekatan lebih konservatif,11
180,2026-01-23 03:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.187,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",11
180,2026-01-23 03:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,modify,0.774,0.912,2,distribution_capacity ×0.85; delivery_schedule='rerouted',Distribution Manager memodifikasi instruksi (faktor=0.91) — pendekatan lebih konservatif,11
216,2026-01-23 12:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.93,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",11
216,2026-01-23 12:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,0.231,0.947,1,demand_estimate ×0.95,Store Manager memodifikasi instruksi (faktor=0.95) — pendekatan lebih konservatif,11
252,2026-01-23 21:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.774,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",11
252,2026-01-23 21:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.262,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",11
288,2026-01-24 06:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,1.085,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",11
288,2026-01-24 06:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.42,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",11
296,2026-01-24 08:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,1.01,0.891,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager memodifikasi instruksi (faktor=0.89) — pendekatan lebih konservatif,11
296,2026-01-24 08:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.111,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",11
324,2026-01-24 15:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.695,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",11
324,2026-01-24 15:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,modify,1.117,0.979,2,distribution_capacity ×0.85; delivery_schedule='rerouted',Distribution Manager memodifikasi instruksi (faktor=0.98) — pendekatan lebih konservatif,11
360,2026-01-25 00:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,timeout,2.181,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager tidak merespons dalam 1.5h → auto-accept,11
360,2026-01-25 00:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,0.394,0.719,1,demand_estimate ×0.95,Store Manager memodifikasi instruksi (faktor=0.72) — pendekatan lebih konservatif,11
36,2026-01-23 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.879,0.82,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.82) — pendekatan lebih konservatif,12
36,2026-01-23 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.288,0.858,1,processing_capacity ×0.80,Operations Manager memodifikasi instruksi (faktor=0.86) — pendekatan lebih konservatif,12
36,2026-01-23 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.3,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",12
72,2026-01-24 00:00,wholesaler,R14,normal,Gangguan di Retail belum menjalar ke upstream,0|0|0|0|1,retail,modify,1.176,0.895,1,reorder_point ×1.10,Distribution Manager memodifikasi instruksi (faktor=0.89) — pendekatan lebih konservatif,12
72,2026-01-24 00:00,retail,R14,normal,Gangguan di Retail belum menjalar ke upstream,0|0|0|0|1,retail,modify,0.237,0.766,2,reorder_request +25; demand_estimate ×1.10,Store Manager memodifikasi instruksi (faktor=0.77) — pendekatan lebih konservatif,12
72,2026-01-24 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.714,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",12
72,2026-01-24 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.978,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",12
72,2026-01-24 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.258,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",12
144,2026-01-24 18:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.485,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",12
144,2026-01-24 18:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.157,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",12
144,2026-01-24 18:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.354,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",12
36,2026-01-25 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.807,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,13
36,2026-01-25 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.672,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",13
36,2026-01-25 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,override,0.251,0.4,1,reorder_request +20,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,13
112,2026-01-26 10:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.065,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,13
112,2026-01-26 10:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.016,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",13
288,2026-01-28 06:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.462,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",13
288,2026-01-28 06:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.214,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",13
324,2026-01-28 15:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,timeout,1.567,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager tidak merespons dalam 1.5h → auto-accept,13
324,2026-01-28 15:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.32,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",13
352,2026-01-28 22:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.978,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",13
352,2026-01-28 22:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,0.387,0.859,1,demand_estimate ×0.95,Store Manager memodifikasi instruksi (faktor=0.86) — pendekatan lebih konservatif,13
360,2026-01-29 00:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.439,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",13
360,2026-01-29 00:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.109,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",13
36,2026-01-27 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.442,0.904,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.90) — pendekatan lebih konservatif,14
36,2026-01-27 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.411,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",14
36,2026-01-27 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.104,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",14
112,2026-01-28 10:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,modify,1.487,0.8,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager memodifikasi instruksi (faktor=0.80) — pendekatan lebih konservatif,14
112,2026-01-28 10:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.109,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",14
288,2026-01-30 06:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.718,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",14
288,2026-01-30 06:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.417,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",14
324,2026-01-30 15:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,timeout,1.609,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager tidak merespons dalam 1.5h → auto-accept,14
324,2026-01-30 15:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.199,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",14
360,2026-01-31 00:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.197,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,14
360,2026-01-31 00:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.086,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",14
360,2026-01-31 00:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.027,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,14
360,2026-01-31 00:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.677,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",14
36,2026-01-29 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.798,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",15
36,2026-01-29 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.617,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",15
36,2026-01-29 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.11,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",15
88,2026-01-30 04:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,1.401,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",15
88,2026-01-30 04:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,override,0.282,0.4,1,demand_estimate ×0.95,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,15
108,2026-01-30 09:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.076,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",15
108,2026-01-30 09:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.191,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",15
144,2026-01-30 18:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.965,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",15
144,2026-01-30 18:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.276,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",15
180,2026-01-31 03:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.966,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",15
180,2026-01-31 03:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,1.577,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',Distribution Manager tidak merespons dalam 1.5h → auto-accept,15
216,2026-01-31 12:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,1.337,0.851,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager memodifikasi instruksi (faktor=0.85) — pendekatan lebih konservatif,15
216,2026-01-31 12:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.303,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",15
252,2026-01-31 21:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.087,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,15
252,2026-01-31 21:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.3,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",15
288,2026-02-01 06:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,1.398,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",15
288,2026-02-01 06:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.332,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",15
324,2026-02-01 15:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.452,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",15
324,2026-02-01 15:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.737,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",15
